"exercise_id","exercise_name","priority","target_count","current_targets","targets_review_status","safety_review_status","media_review_status","youtube_video_id","queue_reason","reviewer_name","reviewed_at","decision_reason","evidence","ready_for_upsert"
"ceb4d99c-d903-4579-82a0-d61bced5d74f","Afundo Step Up com elevação de joelho","P0","1","Quadríceps:primary:100","needs_review","not_in_scope","not_in_scope","y6QXIMS1TtA","single_target","","","","","false"
"e1000001-0000-0000-0000-000000000003","Crucifixo na Máquina","P0","3","Deltoide Anterior:secondary:0.5 | Tríceps:secondary:0.5 | Peitoral:primary:1","needs_review","needs_review","not_in_scope","9BEQWr0u-ac","p0_target_inconsistency | safety_metadata_gap","","","","","false"
"68435077-73bf-4ad9-9f10-1cf1f7fe35b8","Flexão de braço","P0","1","Peitoral:primary:100","needs_review","needs_review","needs_review","pRzxpe5_LLk","single_target | safety_metadata_gap | duplicate_video_cluster","","","","","false"
"6cf6f6ed-9022-459c-b5ae-cbe499ba4b33","Graviton Pronado","P0","1","Dorsal:primary:1","needs_review","needs_review","not_in_scope","9_ULzUWpTt8","single_target | safety_metadata_gap","","","","","false"
"d65552e0-a929-4a03-9be0-0bb86899e428","Kettlebell swing","P0","1","Performance:primary:100","needs_review","not_in_scope","not_in_scope","n1df4ASFeZU","single_target","","","","","false"
"ab73db0f-26d0-4e3e-931f-4e22e687e036","Mobilidade Sapinho 🐸","P0","1","Mobilidade:primary:100","needs_review","not_in_scope","not_in_scope","CMWjfRVkcqo","single_target","","","","","false"
"185147fa-6622-4a7d-a7f2-cc61dffe2c45","Prancha com pés no TRX","P0","1","Estabilidade:primary:100","needs_review","needs_review","not_in_scope","x40aZ8TW1k4","single_target | safety_metadata_gap","","","","","false"
"afbe8bbe-2cf2-4404-a609-7c9647ec3eeb","Pulldown barra","P0","3","Dorsal:primary:1 | Deltoide Posterior:secondary:0.5 | Bíceps:secondary:0.5","needs_review","needs_review","not_in_scope","Lgr9JqdRp3M","p0_target_inconsistency | safety_metadata_gap","","","","","false"
"9a667138-66cf-42d3-a36f-0ffb0cd611e9","Pulldown Corda","P0","3","Dorsal:primary:1 | Deltoide Posterior:secondary:0.5 | Bíceps:secondary:0.5","needs_review","needs_review","not_in_scope","h7q1mwzlDCY","p0_target_inconsistency | safety_metadata_gap","","","","","false"
"b222ffd2-a90e-47a2-9924-a63381446069","Remada Alta Barra","P0","4","Dorsal:primary:1 | Deltoide Posterior:secondary:0.5 | Bíceps:secondary:0.5 | Trapézio:secondary:0.5","needs_review","not_in_scope","not_in_scope","VE7UeEql8cc","p0_target_inconsistency","","","","","false"
"bf33e722-9da1-4e32-af62-546bb5176c3a","Rosca Scott Barra","P0","4","Dorsal:primary:1 | Deltoide Posterior:secondary:0.5 | Bíceps:secondary:0.5 | Trapézio:secondary:0.5","needs_review","needs_review","not_in_scope","WH6IgVJeK68","p0_target_inconsistency | safety_metadata_gap","","","","","false"
"f97ce807-f666-4763-bc5f-70f491c215ec","Serrote Banco","P0","1","Dorsal:primary:1","needs_review","needs_review","not_in_scope","rHj9aik9Xcg","single_target | safety_metadata_gap","","","","","false"
"88194a44-bee6-4693-a1a6-73d5e80aaaff","Step Up Halteres","P0","3","Quadríceps:primary:1 | Glúteo:secondary:0.5 | Posterior de Coxa:secondary:0.5","needs_review","not_in_scope","not_in_scope","KCu2QHbnIZE","p0_target_inconsistency","","","","","false"
"50ec90c8-f48d-421b-a38b-23e79a131e18","Step Up Smith","P0","3","Quadríceps:primary:1 | Glúteo:secondary:0.5 | Posterior de Coxa:secondary:0.5","needs_review","not_in_scope","not_in_scope","jwbNZ7_QFU0","p0_target_inconsistency","","","","","false"
"2fadbea7-8bca-4201-81ac-288aafd53b64","Step-up com elevação de joelho","P0","1","Quadríceps:primary:100","needs_review","not_in_scope","not_in_scope","ETbZoJgq9tQ","single_target","","","","","false"
"a67f2841-bf56-477d-8743-405c34d8360d","Subida no caixote (step-up)","P0","1","Quadríceps:primary:100","needs_review","not_in_scope","not_in_scope","2bPG0d294yc","single_target","","","","","false"
