"exercise_id","exercise_name","reconciliation_status","legacy_names","legacy_sources"
"8fece0e9-3907-4f54-86b4-54a088cb0540","Crucifixo Invertido com Peito no Banco","unchanged","Crucifixo Invertido com Peito no Banco","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"90a3c261-85ad-46f5-9449-b4fd542a109e","Remada Curvada Pronada Barra com Rotação","unchanged","Remada Curvada Pronada Barra com Rotação","docs/prescription/library-curation-v1-catalog-delta.csv"
"90c13080-6ab3-4b9c-982f-984c50e224bc","Biset Crucifixo Inclinado + Supino Inclinado Halteres","unchanged","Biset Crucifixo Inclinado + Supino Inclinado Halteres","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"91084dd1-b0b2-48f7-8365-0bab87218fa6","Prancha de Copenhagen","unchanged","Prancha de Copenhagen","docs/prescription/library-curation-v1-catalog-delta.csv"
"913d8079-f45c-4391-8cf0-6ec97f0d209b","Abdominal Canivete Alternado","unchanged","Abdominal Canivete Alternado","docs/prescription/library-curation-v1-catalog-delta.csv"
"9160b4e1-9fbd-468c-b8e0-bc5868587078","Supino Fechado Halteres","unchanged","Supino Fechado Halteres","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"91773d81-3cfe-4748-ad78-599ba2bffb59","Abdominal Supra Banco Declinado","unchanged","Abdominal Supra Banco Declinado","docs/prescription/library-curation-v1-catalog-delta.csv"
"917da140-0856-4ef2-97c0-6d0e636b40de","Mobilidade Hiperextensão Torácica Rolinho","unchanged","Mobilidade Hiperextensão Torácica Rolinho","docs/prescription/library-curation-v1-catalog-delta.csv"
"9211404c-1b87-4a13-97a6-b5c65fc4ff22","Serrote Livre","unchanged","Serrote Livre","docs/prescription/library-curation-v1-catalog-delta.csv"
"927f5612-8822-4dd9-a980-59300c897fab","Flexora Unilateral na Bola","unchanged","Flexora Unilateral na Bola","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"92b7dfba-cb1d-43f8-86a1-b89d7f5d4db1","Along. Iliopsoas","unchanged","Along. Iliopsoas","docs/prescription/library-curation-v1-catalog-delta.csv"
"92da4db7-ec84-4aca-a2e5-432b4b204b3f","Rosca Arnold","unchanged","Rosca Arnold","docs/prescription/library-curation-v1-catalog-delta.csv"
"93434700-d614-43e8-9263-1b5a4e4fa3dc","Monster walk (caminhada do monstro)","unchanged","Monster walk (caminhada do monstro)","docs/prescription/library-curation-v1-catalog-delta.csv"
"93609dd6-479d-42f1-b927-72b3511f161b","Abdominal Infra Máquina","unchanged","Abdominal Infra Máquina","docs/prescription/library-curation-v1-catalog-delta.csv"
"9424dd73-f3ed-4a0f-a2c3-dc3a0d296898","Prancha Lateral com Rotação Externa Elastico","new","",""
"944b34f5-829c-4a5f-813b-3a4c90ed5e5b","Elevação Lateral Banco 45","unchanged","Elevação Lateral Banco 45","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"9476d942-f358-4ea6-87ff-ae031adf98e1","Agachamento Sumô Belt Squat","unchanged","Agachamento Sumô Belt Squat","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"947b6da5-7e97-4d27-badf-300ee1d5069a","Elevação de Quadril Solo","unchanged","Elevação de Quadril Solo","docs/prescription/library-curation-v1-catalog-delta.csv"
"94f78ab8-d580-4ce0-8392-d8ac0fc141b0","Glúteo Polia Alta","unchanged","Glúteo Polia Alta","docs/prescription/library-curation-v1-catalog-delta.csv"
"953eaf1d-1b3f-460e-b1fa-47ed3e90f0f0","Prancha Lateral em Abdução com Mini band + Crucifixo Unilateral","new","",""
"95712a5d-a4e4-4469-a46b-f7c50855caef","Extensão de quadril no Banco Romano","new","",""
"957ea2e1-954d-4af7-8c95-8e08c43217e6","Mobilidade de Quadril e Tornozelo com Alongamento","unchanged","Mobilidade de Quadril e Tornozelo com Alongamento","docs/prescription/library-curation-v1-catalog-delta.csv"
"95b1b5b6-7465-441a-91d4-dd70d4a38f85","Fisio Ombro: deslizamento na parede (wall slide)","unchanged","Fisio Ombro: deslizamento na parede (wall slide)","docs/prescription/library-curation-v1-catalog-delta.csv"
"96181757-fb88-4bf0-b8fc-8e90cf643d07","Flexões excêntricas (apoio)","new","",""
"961f2121-1053-4f1f-9376-86f21cb9e68b","Cadeira Flexora","unchanged","Cadeira Flexora","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"9634cfc8-a6d2-4571-ac2e-0e8e4a34cf4d","Tuck jump (joelhos ao peito)","unchanged","Tuck jump (joelhos ao peito)","docs/prescription/library-curation-v1-catalog-delta.csv"
"966ff2d0-8dca-402f-9e5e-c630869682a8","Along. Glúteo Cruzado Solo","unchanged","Along. Glúteo Cruzado Solo","docs/prescription/library-curation-v1-catalog-delta.csv"
"96cec170-bac7-450f-b235-7fcaa3f93617","CARs de tornozelo","unchanged","CARs de tornozelo","docs/prescription/library-curation-v1-catalog-delta.csv"
"96d192f2-1d3f-4114-85de-63c3413cb68c","Voador Invertido","unchanged","Voador Invertido","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"973b1aee-c058-4635-a8bd-f74740c55c13","Prancha lateral","unchanged","Prancha lateral","docs/prescription/library-curation-v1-catalog-delta.csv"
"97b12dd1-8de7-4b1a-909e-36ed4653528b","Split jump (afundo saltado)","unchanged","Split jump (afundo saltado)","docs/prescription/library-curation-v1-catalog-delta.csv"
"97e12a00-e2cc-452d-b50d-0899f5edcfec","Saltos reativos contínuos (repeated hops)","unchanged","Saltos reativos contínuos (repeated hops)","docs/prescription/library-curation-v1-catalog-delta.csv"
"9838c0b0-1c55-4b7a-a4fe-241a1ad92422","Pulldown Aberto","unchanged","Pulldown Aberto","docs/prescription/library-curation-v1-catalog-delta.csv"
"9858eb03-5e8e-463c-82ea-98d1635c4e2d","Panturrilha Leg 45","unchanged","Panturrilha Leg 45","docs/prescription/library-curation-v1-catalog-delta.csv"
"9898104c-2955-45b1-a364-661ee61c444d","Afundo Smith com Step na Frente","unchanged","Afundo Smith com Step na Frente","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"9906609c-9980-46ad-b291-16989baa0d27","Bear crawl","unchanged","Bear crawl","docs/prescription/library-curation-v1-catalog-delta.csv"
"990793df-0bdf-4afa-8b70-65117c9a5a2a","Elevação Lateral Cruzada Polia","unchanged","Elevação Lateral Cruzada Polia","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"991faa49-4ce9-4bb9-975b-315f78efa964","Rosca Direta Halteres","unchanged","Rosca Direta Halteres","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"996d15ba-40b6-436b-9b00-22e9978b9e10","Along. Tensor da Fascia Lata Solo","unchanged","Along. Tensor da Fascia Lata Solo","docs/prescription/library-curation-v1-catalog-delta.csv"
"9996cc9b-38ef-4cba-8670-cea497502b0b","Fisio Lombar: McGill curl-up","unchanged","Fisio Lombar: McGill curl-up","docs/prescription/library-curation-v1-catalog-delta.csv"
"99a351d1-7fc4-441c-b95c-691e795f26d1","Bom dia Smith","unchanged","Bom dia Smith","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"99e2a39b-507d-4e8a-b260-6f5e4dae07c5","Tríceps Francês Polia Corda","unchanged","Tríceps Francês Polia Corda","docs/prescription/library-curation-v1-catalog-delta.csv"
"99ec0aac-513c-46ce-b780-68183bc8cdbd","Bird dog","unchanged","Bird dog","docs/prescription/library-curation-v1-catalog-delta.csv"
"9a07c179-37e8-4d8f-9ae9-0f399b1624b2","Mesa Flexora","unchanged","Mesa Flexora","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"9a427102-e8ee-4663-b53b-1d37ab201af9","Liberação Miofascial Tensor da Fascia Lata","unchanged","Liberação Miofascial Tensor da Fascia Lata","docs/prescription/library-curation-v1-catalog-delta.csv"
"9a567f8d-f128-4cfd-9718-f2501bdf9fbc","Remada Pronada Máquina","unchanged","Remada Pronada Máquina","docs/prescription/library-curation-v1-catalog-delta.csv"
"9a667138-66cf-42d3-a36f-0ffb0cd611e9","Pulldown Corda","unchanged","Pulldown Corda","docs/prescription/library-curation-v1-catalog-delta.csv"
"9b2b10ed-6a6c-4e43-b17d-d603b7627e2b","Remada Curvada Halteres Pronada","unchanged","Remada Curvada Halteres Pronada","docs/prescription/library-curation-v1-catalog-delta.csv"
"9b9b7fc4-fdab-4ac8-978b-eb439db7be5b","Extensão de Punho 90 Graus Polia Baixa","unchanged","Extensão de Punho 90 Graus Polia Baixa","docs/prescription/library-curation-v1-catalog-delta.csv"
"9c193276-7c38-4009-a259-2cf7cf1ee406","Abdominal Polia Alta com Corda","unchanged","Abdominal Polia Alta com Corda","docs/prescription/library-curation-v1-catalog-delta.csv"
"9c2ad88a-1f2a-4c58-9455-a667d5331d09","Flexão de Punho Polia Baixa","unchanged","Flexão de Punho Polia Baixa","docs/prescription/library-curation-v1-catalog-delta.csv"
"9c34a520-62bb-4385-b4f4-384ebce408b8","Bom Dia Máquina","unchanged","Bom Dia Máquina","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"9c9491ac-77e1-4d82-801c-df380fb098e3","Lift com anilha em Base Afundo Isométrico","new","",""
"9d3992cd-2ed4-4ace-a7b7-242d3a6fcc2b","Salto barra Hexagonal c/ contramovimento ( pré plio )","new","",""
"9d432dc8-0012-4184-85e6-6df33d9811e3","Bound lateral (salto lateral de propulsão)","unchanged","Bound lateral (salto lateral de propulsão)","docs/prescription/library-curation-v1-catalog-delta.csv"
"9d75460b-b20b-4085-b130-72678225af6d","Agachamento frontal","unchanged","Agachamento frontal","docs/prescription/library-curation-v1-catalog-delta.csv"
"9f1d3660-5d1a-4166-ad4e-b3fe4f53be8b","Reverse crunch","unchanged","Reverse crunch","docs/prescription/library-curation-v1-catalog-delta.csv"
"9f5d985c-c6f5-4287-a448-b844600bdae3","Ponte Glútea","unchanged","Ponte Glútea","docs/prescription/library-curation-v1-catalog-delta.csv"
"9f7ecac4-8233-4a7e-95a7-c60dbace22d3","Panturrilha Leg Horizontal","unchanged","Panturrilha Leg Horizontal","docs/prescription/library-curation-v1-catalog-delta.csv"
"9fe176b1-0730-449d-97c4-7ec1f6e780c2","Drop landing (só aterrissagem)","unchanged","Drop landing (só aterrissagem)","docs/prescription/library-curation-v1-catalog-delta.csv"
"a0c39fee-d2eb-468e-8bd1-2efb7f8ab33f","Stiff com Halteres","new","",""
"a0d2960f-2d38-4c57-9c97-739027560206","Salto s/ contramovimento + mini band","new","",""
"a18bb611-2583-4def-8467-dc0ed9250e4d","Stiff Unipodal com Halter","new","",""
"a21397db-be10-492f-9e1b-42994ac9d79f","Ponte de glúteo unilateral","unchanged","Ponte de glúteo unilateral","docs/prescription/library-curation-v1-catalog-delta.csv"
"a23acdcd-c4b6-4678-a2c5-6f41dd3640ee","Drop jump bilateral + estab. uni","new","",""
"a2d29137-32db-4153-93c2-eb6103c00ac9","Afundo + DB Snatch","new","",""
"a2e06823-6b12-4b56-af94-f3f14755a54a","Bracing Solo","unchanged","Bracing Solo","docs/prescription/library-curation-v1-catalog-delta.csv"
"a2ea7519-0c86-4e16-bdec-aa6e571a764b","Fire hydrant com banda","unchanged","Fire hydrant com banda","docs/prescription/library-curation-v1-catalog-delta.csv"
"a3960993-b603-403e-acc2-df84a2aceb6b","Superman","unchanged","Superman","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"a3ad2cdb-f8e7-4f09-9312-25e7ecf476bd","V-up","unchanged","V-up","docs/prescription/library-curation-v1-catalog-delta.csv"
"a4579449-dbad-432e-ac9e-d5658f8d8a7a","Bird Dog com Remada","new","",""
"a49a288e-8fec-4318-a1ec-c86d25d99621","Rigidez de Tornozelo elevação ( estabilidade)","new","",""
"a4f35317-675d-46f0-a063-5a2d69761109","Lateral shuffle","new","",""
"a53b70fb-7cda-4018-8b55-68a6e9aa5d0a","Prancha Lateral com Abdução de Quadril Isométrica","unchanged","Prancha Lateral com Abdução de Quadril Isométrica","docs/prescription/library-curation-v1-catalog-delta.csv"
"a545e43e-bbd1-414c-8b73-2e9aa3fc4ddb","Tríceps Francês polia barra","unchanged","Tríceps Francês polia barra","docs/prescription/library-curation-v1-catalog-delta.csv"
"a54aad3c-6b05-4b45-af11-b2afb995fede","Fisio Tendão de Aquiles: isométrico em ponta de pé","unchanged","Fisio Tendão de Aquiles: isométrico em ponta de pé","docs/prescription/library-curation-v1-catalog-delta.csv"
"a56b2913-4848-450e-8751-2efb662ec59d","Liberação Miofascial Glúteo Médio","unchanged","Liberação Miofascial Glúteo Médio","docs/prescription/library-curation-v1-catalog-delta.csv"
"a5d763eb-d779-49bc-acd4-665438ab4e01","Ponte de glúteo","unchanged","Ponte de glúteo","docs/prescription/library-curation-v1-catalog-delta.csv"
"a67f2841-bf56-477d-8743-405c34d8360d","Subida no caixote (step-up)","unchanged","Subida no caixote (step-up)","docs/prescription/library-curation-v1-catalog-delta.csv"
"a68c698b-3785-45f3-b3fc-c611211387b7","Fisio Tornozelo: panturrilha com joelho fletido (sóleo)","unchanged","Fisio Tornozelo: panturrilha com joelho fletido (sóleo)","docs/prescription/library-curation-v1-catalog-delta.csv"
"a71f55f3-2748-45fb-88af-da377ce67c17","Agachamento no disco de equilíbrio","unchanged","Agachamento no disco de equilíbrio","docs/prescription/library-curation-v1-catalog-delta.csv"
"a720a814-089c-407e-9cda-b434a10ead49","Afundo pliométrico","new","",""
"a795e738-9954-43fb-b944-8e7ca6c8fde1","Glúteo Concha com Miniband","unchanged","Glúteo Concha com Miniband","docs/prescription/library-curation-v1-catalog-delta.csv"
"a863ae76-f3e6-42c0-9757-26e7e1a111a7","Desenvolvimento Sentado Smith","unchanged","Desenvolvimento Sentado Smith","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"a89cb9b3-3499-415b-82ee-8d05d923013c","Broad jump (salto horizontal)","unchanged","Broad jump (salto horizontal)","docs/prescription/library-curation-v1-catalog-delta.csv"
"a8e8cde0-087a-412f-acf9-652f53cfff84","Mobilidade quadril 90-90","new","",""
"a919653b-c39f-416e-86f7-a6a5fd1fb80a","Ativação de Glúteo mini band","new","",""
"a9307b76-a4e2-4305-b683-d86e59ae80b6","Flexão de Punho 90 graus Polia Baixa","unchanged","Flexão de Punho 90 graus Polia Baixa","docs/prescription/library-curation-v1-catalog-delta.csv"
"aa122a11-23c8-4ce3-819e-479676a85f86","Pallof press isométrico","unchanged","Pallof press isométrico","docs/prescription/library-curation-v1-catalog-delta.csv"
"aa18098a-e639-4618-9063-e760c9cebcae","Hollow hold","unchanged","Hollow hold","docs/prescription/library-curation-v1-catalog-delta.csv"
"aa78feb2-704f-451a-9c40-f5ef29d2568d","Cross Over Inclinado Banco 45","unchanged","Cross Over Inclinado Banco 45","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"ab73db0f-26d0-4e3e-931f-4e22e687e036","Mobilidade Sapinho 🐸","new","",""
"ab96e97b-0a29-44e2-9dff-4cf074c7e8d4","Swan dive chão","new","",""
"ab9d410a-e940-4d2c-b86a-e6b14a581fd7","Elevação Lateral Halteres Inclinada Sentado","unchanged","Elevação Lateral Halteres Inclinada Sentado","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"ac085604-d230-44fa-bb9c-393696a3d3e3","Remada Baixa Pronada","unchanged","Remada Baixa Pronada","docs/prescription/library-curation-v1-catalog-delta.csv"
"ac9d61cc-6bcc-4c5e-ac00-094f43fe1453","Rosca Scott Máquina","unchanged","Rosca Scott Máquina","docs/prescription/library-curation-v1-catalog-delta.csv"
"acd1e2e2-39a0-4f00-bad8-c6cb8e674264","Abdominal Anti Rotação Polia","unchanged","Abdominal Anti Rotação Polia","docs/prescription/library-curation-v1-catalog-delta.csv"
"ad2c7265-abc6-44f1-9fb6-d1dd2db714bf","RDL Unilateral com Miniband","unchanged","RDL Unilateral com Miniband","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"ae0aafea-1686-4d2e-9393-1108049e9926","Mobilidade Buda","unchanged","Mobilidade Buda","docs/prescription/library-curation-v1-catalog-delta.csv"
"ae13d351-7019-4b7d-b0e6-cea4b8fea50d","Cadeira Flexora com Flexão de Quadril","unchanged","Cadeira Flexora com Flexão de Quadril","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"aefecdad-cc83-4a92-94b7-6408a556b883","Rosca em Hiperextensão de Ombro Polia","unchanged","Rosca em Hiperextensão de Ombro Polia","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"af1cab29-e1e0-4e01-81d1-66db789c39ec","Wall sprint march com banda","unchanged","Wall sprint march com banda","docs/prescription/library-curation-v1-catalog-delta.csv"
"af214287-5ae5-4074-982d-15cb712c7d25","Hurdle hops laterais","unchanged","Hurdle hops laterais","docs/prescription/library-curation-v1-catalog-delta.csv"
"af71347e-48d2-40df-83b4-d77c4dd21ea7","Stiff B-Stance Barra","unchanged","Stiff B-Stance Barra","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"af88fede-e776-4fd2-b929-6357cfd98e0b","Rosca Banco 45 com Giro","unchanged","Rosca Banco 45 com Giro","docs/prescription/library-curation-v1-catalog-delta.csv"
"afbe8bbe-2cf2-4404-a609-7c9647ec3eeb","Pulldown barra","unchanged","Pulldown barra","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"afcab7c3-ba4f-4178-946f-eea2e6969e93","Leg Press 45","unchanged","Leg Press 45","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"afef4221-dc2d-451d-9ed9-2b1f50533efb","Liberação de glúteo com bolinha","unchanged","Liberação de glúteo com bolinha","docs/prescription/library-curation-v1-catalog-delta.csv"
"affde76f-d5b2-42d3-97bd-188e630d1127","Mobilidade de Quadril Rotação Interna Deitado","new","",""
"b0584d56-0a2d-44be-96af-1372c88b4a9a","Ativação Escapular Unilateral 4 Apoios","new","",""
"b09418bb-1aaf-49bf-90d1-7e3276065408","Agachamento Búlgaro Smith","unchanged","Agachamento Búlgaro Smith","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b0a48a05-1353-4553-b95d-a5809bf10e45","Battle rope (ondas)","unchanged","Battle rope (ondas)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b10456d7-2463-41ee-9087-f7cf42006a00","Cross Over Polia Alta 3 Porções","unchanged","Cross Over Polia Alta 3 Porções","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b137ea90-e276-48e6-ba2b-7a7fbc8feb8c","Fisio Lombar: extensão lombar (Sorensen isométrico)","unchanged","Fisio Lombar: extensão lombar (Sorensen isométrico)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b166a655-c9b0-4c7d-bd42-4f7ed3f384c1","Copenhagen plank","unchanged","Copenhagen plank","docs/prescription/library-curation-v1-catalog-delta.csv"
"b1683ec5-c903-4406-a33d-0a03606ac7f5","Agachamento com Desenvolvimento Halteres","unchanged","Agachamento com Desenvolvimento Halteres","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b1c0882e-f674-473d-a6a4-5f8d1fea2b0f","Recuo Barra Livre","unchanged","Recuo Barra Livre","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b222ffd2-a90e-47a2-9924-a63381446069","Remada Alta Barra","unchanged","Remada Alta Barra","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b25cec38-45f8-4a92-8baa-fe0f449fd307","Body saw na prancha","unchanged","Body saw na prancha","docs/prescription/library-curation-v1-catalog-delta.csv"
"b363a4b2-f716-4930-87ed-8f1e46cb1348","Flexão de Quadril Alternada em Isometria de Ponte","new","",""
"b3b167c4-93f4-4548-835d-2230bcf49dc9","Stiff unilateral ( B-stance )","new","",""
"b431d92e-8371-43bc-b580-cf9572493f8a","Good morning","unchanged","Good morning","docs/prescription/library-curation-v1-catalog-delta.csv"
"b43da4eb-780e-4488-a5bc-ccb85e32c902","Abdução de Quadril com Miniband","unchanged","Abdução de Quadril com Miniband","docs/prescription/library-curation-v1-catalog-delta.csv"
"b44e0cd4-986f-4b0e-9a6b-f9cef0da7437","Abdominal Infra Suspenso","unchanged","Abdominal Infra Suspenso","docs/prescription/library-curation-v1-catalog-delta.csv"
"b459d238-619c-4301-89c7-0e1694d448b5","Abdominal Rodinha","unchanged","Abdominal Rodinha","docs/prescription/library-curation-v1-catalog-delta.csv"
"b460198a-a5ca-4482-8df1-6c26220c8566","Fisio Ombro: face pull","unchanged","Fisio Ombro: face pull","docs/prescription/library-curation-v1-catalog-delta.csv"
"b470efe1-aeb5-4c1a-9752-e65790f33823","Pike push-up","unchanged","Pike push-up","docs/prescription/library-curation-v1-catalog-delta.csv"
"b48f3fd6-4b2e-46c5-ac67-cd3acb578d04","Puxada Romana","unchanged","Puxada Romana","docs/prescription/library-curation-v1-catalog-delta.csv"
"b4cb5f2a-9bb0-4cae-96ec-c851979635ad","Abdução de quadril em pé com banda","unchanged","Abdução de quadril em pé com banda","docs/prescription/library-curation-v1-catalog-delta.csv"
"b4d544e8-9879-4b6d-9b8f-06a24fa4b894","Prancha com Ativação de Serrátil","unchanged","Prancha com Ativação de Serrátil","docs/prescription/library-curation-v1-catalog-delta.csv"
"b4f55b28-cccc-475e-805a-cfd0406d2e60","Apoio unipodal (single-leg stance)","unchanged","Apoio unipodal (single-leg stance)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b5265c3f-05a3-4fdc-834a-2b6f0c69d12b","Crucifixo Invertido Unilateral Polia","unchanged","Crucifixo Invertido Unilateral Polia","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b551a0d4-326f-4b4c-b909-8af4929130b2","Cross Over Polia Alta","unchanged","Cross Over Polia Alta","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b5528218-4bd6-4f43-83a7-6be9663a6de1","Cross Over Medial","unchanged","Cross Over Medial","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b59d110f-5e01-4604-a67d-b6a4175d7c7d","Salto horizontal e estabiliza (broad jump to stick)","unchanged","Salto horizontal e estabiliza (broad jump to stick)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b5b7247a-e72d-4010-aec7-b0f21a8e5fa1","Biset Tríceps Polia + Inverso Polia Barra","unchanged","Biset Tríceps Polia + Inverso Polia Barra","docs/prescription/library-curation-v1-catalog-delta.csv"
"b5c3cb75-ece8-4bec-a95e-b5ffce956cae","Fisio Lombar: prancha lateral","unchanged","Fisio Lombar: prancha lateral","docs/prescription/library-curation-v1-catalog-delta.csv"
"b61721db-87fe-41d8-b13e-f6b5833b8550","Supino Reto Barra","unchanged","Supino Reto Barra","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b62d4d38-20bb-4873-a61f-95f5b3dc0b92","Agachamento Hack Angular","unchanged","Agachamento Hack Angular","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"b665da9f-6ee0-4f88-b419-47703430e79a","Fisio Joelho: controle excêntrico de quadríceps (step-down lento)","unchanged","Fisio Joelho: controle excêntrico de quadríceps (step-down lento)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b75e5f9d-f56b-441e-b23f-b849048a7e68","Salto lateral em caixa","new","",""
"b7741370-b490-4d21-965b-7b2e5ed18c6c","Afundo (retrocesso) + Shoulder Press simultâneo","new","",""
"b7e8d7e7-c1be-4d2a-8c35-93875b521914","Aterrissagem unipodal (single-leg landing)","unchanged","Aterrissagem unipodal (single-leg landing)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b83e923c-3a70-4469-9644-0004afdeb6be","Salto e estabiliza unipodal (hop and stick)","unchanged","Salto e estabiliza unipodal (hop and stick)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b875b1fa-e185-49f9-8ed8-4e998ba72b11","Afundo + panturrilha inclinada","new","",""
"b882b52e-1c17-4d1d-b743-6a65fa57ae3e","Worlds greatest stretch","unchanged","Worlds greatest stretch","docs/prescription/library-curation-v1-catalog-delta.csv"
"b977301b-7a5c-4753-8c6f-eb2db516a277","Snap down (desaceleração rápida)","unchanged","Snap down (desaceleração rápida)","docs/prescription/library-curation-v1-catalog-delta.csv"
"b9ec1dea-7d91-4982-8a14-7b4434c1a34b","Pogo reativo com mini band","unchanged","Pogo reativo com mini band","docs/prescription/library-curation-v1-catalog-delta.csv"
"ba2b681b-0c91-46ab-a869-389a2479c1e1","Barra fixa (pull-up)","unchanged","Barra fixa (pull-up)","docs/prescription/library-curation-v1-catalog-delta.csv"
"ba5cc0fa-5df4-41c9-8bf1-fce04648ec6f","Agachamento Hack","unchanged","Agachamento Hack","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"ba97e3d0-b019-403b-b66c-f314159af214","Remada Baixa Supinada","unchanged","Remada Baixa Supinada","docs/prescription/library-curation-v1-catalog-delta.csv"
"bac1aae2-266d-4ebc-82ea-1bce6b01e70c","Elevação Lateral Halteres Sentado","unchanged","Elevação Lateral Halteres Sentado","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"bac3e3b4-24ab-4f6a-ac7c-1e777a3b5a34","Fisio Cervical: rotação com auto-resistência","unchanged","Fisio Cervical: rotação com auto-resistência","docs/prescription/library-curation-v1-catalog-delta.csv"
"bad24698-d7ec-42db-b88f-232652935b82","Suitcase carry (caminhada unilateral)","unchanged","Suitcase carry (caminhada unilateral)","docs/prescription/library-curation-v1-catalog-delta.csv"
"bb961cbb-04fa-4768-9740-c28561a34c61","Mobilidade Corpo Todo","new","",""
"bbb26a3d-72ad-4f47-9b9c-3abb7ea70af9","Mobilidade de Ombro W","unchanged","Mobilidade de Ombro W","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"bbee5a76-b377-455f-9418-605e0de57e74","Stiff Uni Explosivo (controle motor)","new","",""
"bc110262-b13a-49be-820d-246d679ecda3","Flutter kicks","unchanged","Flutter kicks","docs/prescription/library-curation-v1-catalog-delta.csv"
"bc77dd8b-8a5b-49da-987b-2653991d1659","Remada Alta Halteres","unchanged","Remada Alta Halteres","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"bcb42b88-23ee-402b-bc5d-482e95e4bec0","Abdução de Quadril no Banco com Caneleira","unchanged","Abdução de Quadril no Banco com Caneleira","docs/prescription/library-curation-v1-catalog-delta.csv"
"bcb4aa93-98e8-4ffb-bcac-6146557a79af","Salto horizontal com banda (banded broad jump)","unchanged","Salto horizontal com banda (banded broad jump)","docs/prescription/library-curation-v1-catalog-delta.csv"
"bcf67999-ce05-4e6a-aebe-750d618ead5a","Controle motor - mobilidade e estabilidade","new","",""
"bd2efefb-8df6-4f90-a929-797fec7ac4d6","Alongamento de Glúteos 90-90","new","",""
"bd600b8a-4a73-4964-8d93-771f74cf7f71","Remada sentada com mini band","new","",""
"bdec8f3b-dea0-4164-bd7b-ab273d6d101d","Barra supinada (chin-up)","unchanged","Barra supinada (chin-up)","docs/prescription/library-curation-v1-catalog-delta.csv"
"be15aca9-9af9-4e55-8c54-288689feb7cd","Supino Inclinado Máquina","unchanged","Supino Inclinado Máquina","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"be26e577-e388-46be-985a-ed20c32224fa","Fisio Posterior: ponte de isquiotibiais isométrica","unchanged","Fisio Posterior: ponte de isquiotibiais isométrica","docs/prescription/library-curation-v1-catalog-delta.csv"
"be707dcf-d4cc-4788-8d23-551f5730e971","Flexão Aberta com Apoio do Joelho","unchanged","Flexão Aberta com Apoio do Joelho","docs/prescription/library-curation-v1-consolidated-manifest.csv"
"be8fff41-033b-4f4b-9d0f-414dac68321b","Fisio Cotovelo: extensão de punho excêntrica (epicondilite lateral)","unchanged","Fisio Cotovelo: extensão de punho excêntrica (epicondilite lateral)","docs/prescription/library-curation-v1-catalog-delta.csv"
"bea20cf4-d2d9-4a2d-97fa-6bee6554e7fb","Agachamento unilateral com mini band","new","",""
"becb17e7-37e7-42a9-860d-98a6af115d90","Pancha frontal variação 1","new","",""
