codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade
873,873-prancha-com-extensao-de-quadril-alternada.mp4,Prancha com Extensão de Quadril Alternada,abdômen,Peso Corporal,normal
874,874-prancha-com-extensao-de-quadril-unilateral.mp4,Prancha com Extensão de Quadril Unilateral,abdômen,Peso Corporal,normal
875,875-prancha-com-toque-de-ombro.mp4,Prancha com toque de ombro,Core,Peso Corporal,normal
876,876-prancha-de-copenhagen.mp4,Prancha de Copenhagen,adutores,Peso Corporal,normal
877,877-prancha-de-copenhagen-dinamica.mp4,Prancha de Copenhagen Dinâmica,adutores,Peso Corporal,normal
878,878-prancha-de-copenhagen-flexionada.mp4,Prancha de Copenhagen Flexionada,adutores,Peso Corporal,normal
879,879-prancha-inversa.mp4,Prancha inversa,Musculação,Peso Corporal,normal
880,880-prancha-inversa-flexao-de-quadril-alternada.mp4,Prancha inversa + flexão de quadril alternada,Musculação,Peso Corporal,normal
881,881-prancha-lateral.mp4,Prancha Lateral,abdômen,Peso Corporal,normal
882,882-prancha-lateral.mp4,Prancha lateral,Core,Peso Corporal,normal
883,883-prancha-lateral-abducao-isometrica.mp4,Prancha Lateral + Abdução Isométrica,Musculação,Peso Corporal,normal
884,884-prancha-lateral-ostrinha.mp4,Prancha lateral + Ostrinha,Musculação,Peso Corporal,normal
885,885-prancha-lateral-pressao-na-bola.mp4,Prancha Lateral + pressão na Bola,Musculação,Peso Corporal,normal
886,886-prancha-lateral-com-abducao-de-quadril-isometrica.mp4,Prancha Lateral com Abdução de Quadril Isométrica,abdômen,Peso Corporal,normal
887,887-prancha-lateral-com-elevacao-de-quadril.mp4,Prancha lateral com elevação de quadril,Core,Peso Corporal,normal
888,888-prancha-lateral-com-rotacao-toracica.mp4,Prancha Lateral com Rotação Torácica,abdômen,Peso Corporal,normal
889,889-prancha-lateral-em-abducao-isometrica-c-calcanhares-unidos.mp4,Prancha Lateral em Abdução Isométrica c/ Calcanhares Unidos,Quadríceps,Peso Corporal,normal
890,890-prancha-na-bola-mexendo-caldeirao.mp4,Prancha na Bola Mexendo Caldeirão,abdômen,Peso Corporal,normal
891,891-prancha-toque-de-ombros-cruzado.mp4,Prancha Toque de Ombros Cruzado,abdômen,Peso Corporal,normal
892,892-prancha-up-down-antebraco-mao.mp4,Prancha up-down (antebraço-mão),Core,Peso Corporal,normal
893,893-quadruped-rock-back.mp4,Quadruped rock back,Controle Motor,Peso Corporal,normal
894,894-reverse-crunch.mp4,Reverse crunch,Core,Peso Corporal,normal
895,895-rolamento-segmentar-segmental-rolling.mp4,Rolamento segmentar (segmental rolling),Controle Motor,Peso Corporal,normal
896,896-rotacao-toracica-quadrupede.mp4,Rotação torácica quadrupede,Mobilidade,Peso Corporal,normal
897,897-russian-twist.mp4,Russian twist,Core,Peso Corporal,normal
898,898-salto-e-estabiliza-unipodal-hop-and-stick.mp4,Salto e estabiliza unipodal (hop and stick),Estabilidade,Peso Corporal,normal
899,899-salto-horizontal-e-estabiliza-broad-jump-to-stick.mp4,Salto horizontal e estabiliza (broad jump to stick),Performance,Peso Corporal,normal
900,900-salto-horizontal-reativo-broad-jump-rebote.mp4,Salto horizontal reativo (broad jump rebote),Performance,Peso Corporal,normal
901,901-salto-lateral-lateral-bound.mp4,Salto lateral (lateral bound),Pliometria,Peso Corporal,normal
902,902-saltos-reativos-laterais.mp4,Saltos reativos laterais,Performance,Peso Corporal,normal
903,903-saltos-unipodais-para-frente-progressao.mp4,Saltos unipodais para frente (progressão),Pliometria,Peso Corporal,normal
904,904-skater-jumps-saltos-de-patinador.mp4,Skater jumps (saltos de patinador),Pliometria,Peso Corporal,normal
905,905-skipping-alto.mp4,Skipping alto,Pliometria,Peso Corporal,normal
906,906-spiderman-lunge-com-rotacao.mp4,Spiderman lunge com rotação,Mobilidade,Peso Corporal,normal
907,907-squat-jump-salto-agachado.mp4,Squat jump (salto agachado),Pliometria,Peso Corporal,normal
908,908-toe-taps-deitado-core-control.mp4,Toe taps deitado (core control),Controle Motor,Peso Corporal,normal
909,909-toes-to-bar.mp4,Toes to bar,Core,Peso Corporal,normal
910,910-triple-extension-drill-triplice-extensao.mp4,Triple extension drill (tríplice extensão),Performance,Peso Corporal,normal
911,911-tuck-jump-joelhos-ao-peito.mp4,Tuck jump (joelhos ao peito),Pliometria,Peso Corporal,normal
912,912-v-up.mp4,V-up,Core,Peso Corporal,normal
913,913-wall-ankling-tornozelo-na-parede.mp4,Wall ankling (tornozelo na parede),Performance,Peso Corporal,normal
914,914-wall-drive-continuo-rapido.mp4,Wall drive contínuo (rápido),Performance,Peso Corporal,normal
915,915-wall-drive-duplo-2-trocas.mp4,Wall drive duplo (2 trocas),Performance,Peso Corporal,normal
916,916-wall-drive-marcha-1-troca.mp4,Wall drive marcha (1 troca),Performance,Peso Corporal,normal
917,917-wall-slide-controle-escapular.mp4,Wall slide (controle escapular),Controle Motor,Peso Corporal,normal
918,918-wall-slides-deslizar-na-parede.mp4,Wall slides (deslizar na parede),Ativação,Peso Corporal,normal
919,919-worlds-greatest-stretch.mp4,Worlds greatest stretch,Mobilidade,Peso Corporal,normal
920,920-ab-wheel-rollout.mp4,Ab wheel rollout,Core,Roda Abdominal,normal
926,926-fisio-punho-wrist-roller-enrolar-carga.mp4,Fisio Punho: wrist roller (enrolar carga),Fisioterapia,Wrist Roller,ALTA
