codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,video_referencia,como_executar
087,087-terra-com-barra-reta-deadlift.mp4,Terra com Barra Reta ( Deadlift ),Quadríceps,Barra,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/957cr5429oq_opt.mp4,Importado do MFIT (page-2). Categoria MFIT: Musculação.
088,088-terra-romeno.mp4,Terra romeno,Peso Livre,Barra,normal,https://youtu.be/dta3aMVe9qA,
089,089-terra-sumo.mp4,Terra sumô,Peso Livre,Barra,normal,https://youtu.be/rEsnCJlHaN0,
090,090-triceps-testa-barra-banco-45.mp4,Tríceps Testa Barra Banco 45,tríceps,Barra,normal,https://youtu.be/JiPbdOTAxQw,
091,091-triceps-testa-barra-banco-reto.mp4,Tríceps Testa Barra Banco Reto,tríceps,Barra,normal,https://youtu.be/QsOqBOt088U,
092,092-triceps-testa-barra-solo.mp4,Tríceps Testa Barra Solo,tríceps,Barra,normal,https://youtu.be/8LFsUN913r4,
093,093-prancha-na-bola-suica.mp4,Prancha na bola suíça,Core,Bola Suíça,normal,https://youtu.be/dSwivbxvJjY,
094,094-stir-the-pot-na-bola.mp4,Stir the pot na bola,Core,Bola Suíça,normal,https://youtu.be/IfOtFv6zz8I,
192,192-drop-to-stick-queda-da-caixa-e-estabiliza.mp4,Drop to stick (queda da caixa e estabiliza),Performance,Caixa/Pliometria,ALTA,https://youtu.be/rieLmikC14s,
193,193-fisio-joelho-salto-em-profundidade-energy-storage.mp4,Fisio Joelho: salto em profundidade (energy storage),Fisioterapia,Caixa/Pliometria,ALTA,https://youtu.be/1INAOFWISRU,
194,194-hurdle-hops-frontais.mp4,Hurdle hops frontais,Pliometria,Caixa/Pliometria,ALTA,https://youtu.be/pPnrwBKa3Mo,
195,195-hurdle-hops-reativos-rebote-rapido.mp4,Hurdle hops reativos (rebote rápido),Performance,Caixa/Pliometria,ALTA,https://youtu.be/v9G12UBRcPg,
196,196-afundo-pliometrico.mp4,Afundo pliométrico,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/1ds8or6pd1l_opt.mp4,Importado do MFIT (page-1).
197,197-aterrissagem-de-caixa-box-drop-landing.mp4,Aterrissagem de caixa (box drop landing),Performance,Caixa/Pliometria,normal,https://youtu.be/HzBG6PoN96M,
198,198-aterrissagem-de-caixa-unipodal.mp4,Aterrissagem de caixa unipodal,Performance,Caixa/Pliometria,normal,https://youtu.be/jJi5wK3GLfA,
199,199-box-jump.mp4,Box jump,Pliometria,Caixa/Pliometria,normal,https://youtu.be/z5j5hHsEcqU,
200,200-box-jump-com-aterrissagem-suave.mp4,Box jump com aterrissagem suave,Pliometria,Caixa/Pliometria,normal,https://youtu.be/z5j5hHsEcqU,
201,201-burpee-box-jump.mp4,Burpee box jump,Pliometria,Caixa/Pliometria,normal,https://youtu.be/HWkusQYVQAo,
202,202-bulgaro-com-salto.mp4,Búlgaro com salto,Quadríceps,Caixa/Pliometria,normal,https://youtu.be/wHDvL4l_fvY,Importado do MFIT (page-1). Categoria MFIT: Funcional.
203,203-depth-jump-salto-em-profundidade.mp4,Depth jump (salto em profundidade),Pliometria,Caixa/Pliometria,normal,https://youtu.be/wD4MGJljOVo,
204,204-depth-jump-com-rebote-imediato.mp4,Depth jump com rebote imediato,Performance,Caixa/Pliometria,normal,https://youtu.be/gpXV2dzZ-oA,
205,205-depth-jump-para-caixa.mp4,Depth jump para caixa,Pliometria,Caixa/Pliometria,normal,https://youtu.be/bV6nDjPECf4,
206,206-drop-jump-reativo-contato-minimo-no-solo.mp4,Drop jump reativo (contato mínimo no solo),Performance,Caixa/Pliometria,normal,https://youtu.be/5sHEpF2gzkM,
207,207-drop-landing-so-aterrissagem.mp4,Drop landing (só aterrissagem),Pliometria,Caixa/Pliometria,normal,https://youtu.be/y0uGmsgGNIE,
208,208-flexao-pliometrica-no-step.mp4,Flexão pliométrica no step,Pliometria,Caixa/Pliometria,normal,https://youtu.be/0i4KX3uaiTM,
209,209-hops-plio.mp4,Hops ( plio ),Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/dn5ovgkqh4q_opt.mp4,Importado do MFIT (page-1).
210,210-hurdle-hops-laterais.mp4,Hurdle hops laterais,Pliometria,Caixa/Pliometria,normal,https://youtu.be/LgUt0-9vwm8,
211,211-hurdle-hops-unipodais.mp4,Hurdle hops unipodais,Pliometria,Caixa/Pliometria,normal,https://youtu.be/ddrpoegP7pU,
212,212-pliometria-alternada-elevacao.mp4,Pliometria Alternada Elevação,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/st2rxtp1eyh_opt.mp4,Importado do MFIT (page-2).
213,213-pliometria-plano-frontal-elevacao.mp4,Pliometria Plano Frontal Elevação,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/2krxny2d42d_opt.mp4,Importado do MFIT (page-2).
214,214-pliometria-unilateral-apoio-banco.mp4,Pliometria Unilateral apoio Banco,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/0wo17cnuvc8g_opt.mp4,Importado do MFIT (page-2).
215,215-potencia-wall-ball-base-afundo.mp4,Potência Wall Ball base Afundo,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/uj2ilf0u47b_opt.mp4,Importado do MFIT (page-2).
216,216-salto-c-contramovimento-plio.mp4,Salto c/ contramovimento ( plio ),Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/1ams167toyu_opt.mp4,Importado do MFIT (page-2).
217,217-salto-em-profundidade-unipodal.mp4,Salto em profundidade unipodal,Performance,Caixa/Pliometria,normal,https://youtu.be/0ZDgPcqBvzg,
218,218-salto-horizontal-c-contramovimento-plio.mp4,Salto horizontal c/ contramovimento ( plio ),Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/dov16svb9rl_opt.mp4,Importado do MFIT (page-2).
219,219-salto-lateral-em-caixa.mp4,Salto lateral em caixa,Funcional,Caixa/Pliometria,normal,https://youtu.be/ytF0zAhq5UA,Importado do MFIT (page-2).
220,220-saltos-horizontais-continuos.mp4,Saltos Horizontais Continuos,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/2ql3k7ii1zf_opt.mp4,Importado do MFIT (page-2).
221,221-saltos-horizontais-unilaterais-estabilizando.mp4,Saltos Horizontais Unilaterais Estabilizando,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ndnmnmttjwe_opt.mp4,Importado do MFIT (page-2).
222,222-saltos-verticais-continuos.mp4,Saltos Verticais Contínuos,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/il3hm57dic8_opt.mp4,Importado do MFIT (page-2).
223,223-step-up-com-elevacao-de-joelho.mp4,Step-up com elevação de joelho,Funcional,Caixa/Pliometria,normal,https://youtu.be/ETbZoJgq9tQ,
224,224-subida-no-caixote-step-up.mp4,Subida no caixote (step-up),Peso Corporal,Caixa/Pliometria,normal,https://youtu.be/2bPG0d294yc,
225,225-wall-ball-slide.mp4,Wall Ball Slide,quadríceps,Caixa/Pliometria,normal,https://youtu.be/O8N90lRiV6I,
226,226-wall-drill-diagonal-reativo.mp4,Wall Drill Diagonal Reativo,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/8wnxexig87b_opt.mp4,Importado do MFIT (page-2).
227,227-wall-drill-propulsao-diagonal.mp4,Wall Drill Propulsão Diagonal,Musculação,Caixa/Pliometria,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/dpm2h0xpch8_opt.mp4,Importado do MFIT (page-2).
229,229-sled-pull-puxar-treno.mp4,Sled pull (puxar trenó),Funcional,Corrida/Trenó,normal,https://youtu.be/X2D02t_wNXI,
230,230-sled-push-empurrar-treno.mp4,Sled push (empurrar trenó),Funcional,Corrida/Trenó,normal,https://youtu.be/KGxYtOniV8A,
231,231-sled-push-de-aceleracao.mp4,Sled push de aceleração,Performance,Corrida/Trenó,normal,https://youtu.be/n_kpo7p4g88,
290,290-fisio-cotovelo-tyler-twist-com-flexbar.mp4,Fisio Cotovelo: Tyler twist com flexbar,Fisioterapia,Flexbar,normal,https://youtu.be/woabkbRgeAI,
291,291-afundo-com-halteres.mp4,Afundo com halteres,Peso Livre,Halteres,ALTA,https://youtu.be/XKbZF4JR5Go,
292,292-afundo-halteres.mp4,Afundo Halteres,quadríceps,Halteres,ALTA,https://youtu.be/w8Ar4bgxizw,
293,293-agachamento-sumo-halter.mp4,Agachamento Sumô Halter,quadríceps,Halteres,ALTA,https://youtu.be/mOtY705EJYg,
294,294-encolhimento-halter.mp4,Encolhimento Halter,trapézio,Halteres,ALTA,https://youtu.be/cZLgyI2OKcs,
295,295-fisio-cotovelo-extensao-de-punho-excentrica-epicondilite-lat.mp4,Fisio Cotovelo: extensão de punho excêntrica (epicondilite lateral),Fisioterapia,Halteres,ALTA,https://youtu.be/DXUuhzRZdGg,
296,296-fisio-cotovelo-flexao-de-punho-excentrica-epicondilite-media.mp4,Fisio Cotovelo: flexão de punho excêntrica (epicondilite medial),Fisioterapia,Halteres,ALTA,https://youtu.be/ypD6T5HfHQY,
297,297-fisio-posterior-terra-romeno-unipodal-lento-hsr.mp4,Fisio Posterior: terra romeno unipodal lento (HSR),Fisioterapia,Halteres,ALTA,https://youtu.be/lI8-igvsnVQ,
298,298-levantamento-terra-sumo-com-halter.mp4,Levantamento Terra Sumô com Halter,posterior de coxa,Halteres,ALTA,https://youtu.be/nFrZ22kvJFo,
299,299-passada-halteres.mp4,Passada Halteres,quadríceps,Halteres,ALTA,https://youtu.be/AC61Lri9jxQ,
300,300-pullover-halter.mp4,Pullover Halter,costas,Halteres,ALTA,https://youtu.be/1hWxh0WI7lE,
301,301-recuo-halteres.mp4,Recuo Halteres,quadríceps,Halteres,ALTA,https://youtu.be/8_hvDFfoeRs,
302,302-rosca-scott-unilateral-neutra-halter.mp4,Rosca Scott Unilateral Neutra Halter,bíceps,Halteres,ALTA,https://youtu.be/g9YK7X6pOiQ,
303,303-abs-medball.mp4,Abs medball,Abdômen,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/rz0ly0p3cib_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
304,304-afundo-db-snatch.mp4,Afundo + DB Snatch,Musculação,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/z988mwupptq_opt.mp4,Importado do MFIT (page-1).
305,305-afundo-halteres-com-2-steps.mp4,Afundo Halteres com 2 Steps,quadríceps,Halteres,normal,https://youtu.be/aO_uC-AQjHs,
306,306-afundo-halteres-com-step-na-frente.mp4,Afundo Halteres com Step na Frente,quadríceps,Halteres,normal,https://youtu.be/xiCeGyqff9E,
307,307-agachamento-bulgaro.mp4,Agachamento búlgaro,Peso Livre,Halteres,normal,https://youtu.be/ZpIMkV6cf7c,
308,308-agachamento-com-desenvolvimento-halteres.mp4,Agachamento com Desenvolvimento Halteres,quadríceps,Halteres,normal,https://youtu.be/rRZ_d9a-28U,
309,309-agachamento-frontal-com-2-halteres.mp4,Agachamento Frontal Com 2 Halteres,quadríceps,Halteres,normal,https://youtu.be/U8B3Nv6emNQ,
310,310-avanco-com-halteres-afundo.mp4,Avanço com Halteres (afundo),Quadríceps,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/z59wj7gtetp_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
311,311-biset-crucifixo-inclinado-supino-inclinado-halteres.mp4,Biset Crucifixo Inclinado + Supino Inclinado Halteres,peitoral,Halteres,normal,https://youtu.be/MAHyyXroXDc,
312,312-biset-triceps-testa-supino-fechado-halteres.mp4,Biset Tríceps Testa + Supino Fechado Halteres,tríceps,Halteres,normal,https://youtu.be/iWS4hjowLEM,
313,313-core-medball-deitado.mp4,CORE Medball deitado,Abdômen,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ofg087ftm1_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
314,314-crucifixo-inclinado-halteres.mp4,Crucifixo Inclinado Halteres,peitoral,Halteres,normal,https://youtu.be/uy9Xk3SVrms,
315,315-crucifixo-reto-halteres.mp4,Crucifixo Reto Halteres,peitoral,Halteres,normal,https://youtu.be/NB_1mCfIOLU,
316,316-db-snatch-saida-de-afundo.mp4,DB Snatch (saída de Afundo),Musculação,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/7tb3s71pw49_opt.mp4,Importado do MFIT (page-1).
317,317-desenvolvimento-halteres-em-pe.mp4,Desenvolvimento Halteres em Pé,ombro,Halteres,normal,https://youtu.be/DFXtzdXN_iY,
318,318-desenvolvimento-halteres-sentado.mp4,Desenvolvimento Halteres Sentado,ombro,Halteres,normal,https://youtu.be/eufDL9MmF8A,
319,319-desenvolvimento-neutro-halteres-sentado.mp4,Desenvolvimento Neutro Halteres Sentado,ombro,Halteres,normal,https://youtu.be/Hj5QprdyxYs,
320,320-devil-press.mp4,Devil press,Funcional,Halteres,normal,https://youtu.be/oLrM8U0qNeE,
321,321-dumbbell-push-press.mp4,Dumbbell push press,Ombros,Halteres,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/dbrve7ubq0k_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
322,322-elevacao-frontal-halteres-neutra.mp4,Elevação Frontal Halteres Neutra,ombro,Halteres,normal,https://youtu.be/F6toacmeUlA,
323,323-elevacao-lateral-halteres.mp4,Elevação Lateral Halteres,ombro,Halteres,normal,https://youtu.be/IZCqw4krIDE,
324,324-elevacao-lateral-halteres-inclinada-sentado.mp4,Elevação Lateral Halteres Inclinada Sentado,ombro,Halteres,normal,https://youtu.be/f7fA9P3Y0WM,
325,325-elevacao-lateral-halteres-sentado.mp4,Elevação Lateral Halteres Sentado,ombro,Halteres,normal,https://youtu.be/YbqbspnFnfo,
326,326-elevacao-lateral-neutra-halteres.mp4,Elevação Lateral Neutra Halteres,ombro,Halteres,normal,https://youtu.be/EBxYEPlRcy8,
327,327-encolhimento-halter-com-inclinacao.mp4,Encolhimento Halter com Inclinação,trapézio,Halteres,normal,https://youtu.be/9trJxITED2A,
328,328-extensao-de-punho-halteres.mp4,Extensão de Punho Halteres,antebraço,Halteres,normal,https://youtu.be/Kx8rg0MJX_c,
329,329-farmers-carry.mp4,Farmers carry,Funcional,Halteres,normal,https://youtu.be/1uOs1hP3u4A,
330,330-fisio-cotovelo-pronacao-supinacao-com-peso.mp4,Fisio Cotovelo: pronação/supinação com peso,Fisioterapia,Halteres,normal,https://youtu.be/bkv6W9fkxsQ,
331,331-fisio-ombro-scaption-full-can.mp4,Fisio Ombro: scaption (full can),Fisioterapia,Halteres,normal,https://youtu.be/w5DFjHVskMc,
