codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,video_referencia,como_executar
424,424-afundo-retrocesso-overhead-knee-drive.mp4,Afundo (retrocesso) + overhead knee drive,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/84npn2rvpix_opt.mp4,Importado do MFIT (page-1).
425,425-afundo-retrocesso-shoulder-press-simultaneo.mp4,Afundo (retrocesso) + Shoulder Press simultâneo,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/kgazrttshxr_opt.mp4,Importado do MFIT (page-1).
426,426-afundo-joelho-elevado.mp4,Afundo + joelho elevado,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/4wqdsblrljn_opt.mp4,Importado do MFIT (page-1).
427,427-afundo-panturrilha-inclinada.mp4,Afundo + panturrilha inclinada,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/t10mdiglrbs_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
428,428-afundo-step-up-com-elevacao-de-joelho.mp4,Afundo Step Up com elevação de joelho,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/puqwo20aiq_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
429,429-afundo-unipodal-anilha-contrapeso.mp4,Afundo Unipodal - anilha contrapeso,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/h4991l55gz_opt.mp4,Importado do MFIT (page-1).
430,430-agachamento-bulgaro.mp4,Agachamento Búlgaro,quadríceps,Livre/Funcional,normal,https://youtu.be/ZpIMkV6cf7c,
431,431-agachamento-bulgaro-com-apoio.mp4,Agachamento Búlgaro com Apoio,quadríceps,Livre/Funcional,normal,https://youtu.be/aIzaIoaHeU4,
432,432-agachamento-calice.mp4,Agachamento Cálice,quadríceps,Livre/Funcional,normal,https://youtu.be/jtlT3l7jD1M,
433,433-agachamento-calice-banco.mp4,Agachamento Cálice Banco,quadríceps,Livre/Funcional,normal,https://youtu.be/jtlT3l7jD1M,
434,434-agachamento-front-squat.mp4,Agachamento Front Squat,quadríceps,Livre/Funcional,normal,https://youtu.be/jxZhLBOoXJg,
435,435-agachamento-hack.mp4,Agachamento Hack,quadríceps,Livre/Funcional,normal,https://youtu.be/Whp712OHPl8,
436,436-agachamento-hack-angular.mp4,Agachamento Hack Angular,quadríceps,Livre/Funcional,normal,https://youtu.be/kQKdAmNHmJU,
437,437-agachamento-livre-backsquat.mp4,Agachamento Livre ( backsquat ),Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/hf951yp0ega_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
438,438-agachamento-livre-com-banco.mp4,Agachamento Livre com Banco,quadríceps,Livre/Funcional,normal,https://youtu.be/rmoWIEtDfQM,
439,439-agachamento-sumo-belt-squat.mp4,Agachamento Sumô Belt Squat,quadríceps,Livre/Funcional,normal,https://youtu.be/K8CcHuErahM,
440,440-ativacao-escapular-4-apoios.mp4,Ativação Escapular 4 Apoios,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/9crqa7rel1_opt.mp4,Importado do MFIT (page-1).
441,441-ativacao-escapular-unilateral-4-apoios.mp4,Ativação Escapular Unilateral 4 Apoios,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/py4ub4yquop_opt.mp4,Importado do MFIT (page-1).
442,442-avanco-com-rotacao-de-tronco.mp4,Avanço com rotação de tronco,Funcional,Livre/Funcional,normal,https://youtu.be/-tlY3GLfHnI,Importado do MFIT (page-1).
443,443-biceps-martelo-desenvolvimento.mp4,Biceps Martelo + Desenvolvimento,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/iqpjj2h66a_opt.mp4,Importado do MFIT (page-1).
444,444-biset-cadeira-abdutora-45-90.mp4,Biset Cadeira Abdutora 45 + 90,glúteo,Livre/Funcional,normal,https://youtu.be/YRw32M0yjIk,
445,445-biset-cadeira-abdutora-90-inclinada.mp4,Biset Cadeira Abdutora 90 + Inclinada,glúteo,Livre/Funcional,normal,https://youtu.be/CblCvLRAPB8,
446,446-biset-cross-over-supino-inclinado-banco-45.mp4,Biset Cross Over + Supino Inclinado Banco 45,peitoral,Livre/Funcional,normal,https://youtu.be/H_KrN4-AFFg,
447,447-biset-cross-over-supino-inclinado-neutro-banco-45.mp4,Biset Cross Over + Supino Inclinado Neutro Banco 45,peitoral,Livre/Funcional,normal,https://youtu.be/H_KrN4-AFFg,
448,448-biset-elevacao-lateral-sentado-90-inclinada.mp4,Biset Elevação Lateral Sentado 90 + Inclinada,ombro,Livre/Funcional,normal,https://youtu.be/EGBGFtPlzbo,
449,449-biset-extensora-nordico-reverso.mp4,Biset Extensora + Nórdico Reverso,quadríceps,Livre/Funcional,normal,https://youtu.be/4F_riQaZcws,
450,450-biset-remada-baixa-pronada-supinada.mp4,Biset Remada Baixa Pronada + Supinada,costas,Livre/Funcional,normal,https://youtu.be/pfgEEiouvAs,
451,451-bom-dia.mp4,Bom dia,posterior de coxa,Livre/Funcional,normal,https://youtu.be/vtY9T1-j26Q,
452,452-bounds-plio.mp4,Bounds ( plio ),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ikw6o34mbpa_opt.mp4,Importado do MFIT (page-1).
453,453-box-jump-sem-contramovimento.mp4,Box jump sem contramovimento,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/drax0v0xwd_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
454,454-box-jump-uni.mp4,Box Jump Uni,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/sx6np1jwchk_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
455,455-bracing-solo.mp4,Bracing Solo,abdômen,Livre/Funcional,normal,https://youtu.be/lix5jqJeEYI,
456,456-bulgaro-variacao-1.mp4,Búlgaro Variação 1,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ol26ek30h9_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
457,457-cadeira-abdutora-45.mp4,Cadeira Abdutora 45,glúteo,Livre/Funcional,normal,https://youtu.be/YRw32M0yjIk,
458,458-cadeira-abdutora-90.mp4,Cadeira Abdutora 90,glúteo,Livre/Funcional,normal,https://youtu.be/eeq_dtAzFZg,
459,459-cadeira-abdutora-com-extensao-de-quadril.mp4,Cadeira Abdutora com Extensão de Quadril,glúteo,Livre/Funcional,normal,https://youtu.be/ZGlHc-Aw1iQ,
460,460-cadeira-abdutora-inclinada.mp4,Cadeira Abdutora Inclinada,glúteo,Livre/Funcional,normal,https://youtu.be/F14bfqFJmrw,
461,461-cadeira-adutora.mp4,Cadeira Adutora,adutores,Livre/Funcional,normal,https://youtu.be/C3tldrEVnjI,
462,462-cadeira-extensora.mp4,Cadeira Extensora,quadríceps,Livre/Funcional,normal,https://youtu.be/PzIfB9MiiX8,
463,463-cadeira-extensora-unilateral.mp4,Cadeira Extensora Unilateral,quadríceps,Livre/Funcional,normal,https://youtu.be/pL0DNBb_HlE,
464,464-cadeira-flexora.mp4,Cadeira Flexora,posterior de coxa,Livre/Funcional,normal,https://youtu.be/MqhoP1kWMA8,
465,465-cadeira-flexora-com-flexao-de-quadril.mp4,Cadeira Flexora com Flexão de Quadril,posterior de coxa,Livre/Funcional,normal,https://youtu.be/c3cng1WqREQ,
466,466-cadeira-flexora-unilateral.mp4,Cadeira Flexora Unilateral,posterior de coxa,Livre/Funcional,normal,https://youtu.be/vl64tUJrFIQ,
467,467-complex-controle-motor-stiff-uni-overhead-knee-drive-afundo.mp4,Complex controle motor (Stiff uni + overhead knee drive + afundo),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/lpzzo8vm2fl_opt.mp4,Importado do MFIT (page-1).
468,468-cross-over-inclinado-banco-45.mp4,Cross Over Inclinado Banco 45,peitoral,Livre/Funcional,normal,https://youtu.be/jwC-zvG4KMU,
469,469-crucifixo-invertido-com-peito-no-banco.mp4,Crucifixo Invertido com Peito no Banco,ombro,Livre/Funcional,normal,https://youtu.be/neiVTL2U5Qo,
470,470-crucifixo-invertido-curvado.mp4,Crucifixo Invertido Curvado,ombro,Livre/Funcional,normal,https://youtu.be/RNbyHvsFdMY,
471,471-crucifixo-invertido-sentado.mp4,Crucifixo Invertido Sentado,ombro,Livre/Funcional,normal,https://youtu.be/Z3hRQSnfcys,
472,472-crucifixo-na-maquina.mp4,Crucifixo na Máquina,peito,Livre/Funcional,normal,https://youtu.be/9BEQWr0u-ac,Isolamento de peitoral
473,473-deadlift-uni-controle-motor.mp4,Deadlift Uni (controle motor),Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/u2r6nvawzv9_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
474,474-desenvolvimento-arnold-em-pe.mp4,Desenvolvimento Arnold em Pé,ombro,Livre/Funcional,normal,https://youtu.be/W54zDLDAUbQ,
475,475-desenvolvimento-arnold-sentado.mp4,Desenvolvimento Arnold Sentado,ombro,Livre/Funcional,normal,https://youtu.be/Zi7BQdnh2nQ,
476,476-desenvolvimento-com-halteres.mp4,Desenvolvimento com Halteres,ombros,Livre/Funcional,normal,https://youtu.be/DFXtzdXN_iY,Desenvolvimento para deltoides
477,477-desenvolvimento-militar.mp4,Desenvolvimento Militar,ombro,Livre/Funcional,normal,https://youtu.be/F9z8uKTnQNU,
478,478-desenvolvimento-neutro-em-pe.mp4,Desenvolvimento Neutro em Pé,ombro,Livre/Funcional,normal,https://youtu.be/AkLNSDfJDbU,
479,479-desenvolvimento-unilateral-landmine.mp4,Desenvolvimento Unilateral Landmine,ombro,Livre/Funcional,normal,https://youtu.be/UQyoMYcCS6A,
480,480-drop-baixo-box-jump.mp4,Drop (baixo) + Box Jump,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/00yxh2xgneqii_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
481,481-drop-bilateral-frenagem.mp4,Drop Bilateral ( Frenagem ),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ceel6j5hdf_opt.mp4,Importado do MFIT (page-1).
482,482-drop-jump-bilateral-plio.mp4,Drop Jump Bilateral ( plio ),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/sy03gwe8sw_opt.mp4,Importado do MFIT (page-1).
483,483-drop-jump-bilateral-estab-uni.mp4,Drop jump bilateral + estab. uni,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/tuqhkwr72_opt.mp4,Importado do MFIT (page-1).
484,484-drop-jump-horizontal-bilateral.mp4,Drop Jump Horizontal Bilateral,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/wcfyunv3fni_opt.mp4,Importado do MFIT (page-1).
485,485-drop-jump-squat.mp4,Drop Jump Squat,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ikumdwtjp5q_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
486,486-drop-unilateral.mp4,Drop Unilateral,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/pfptka5mhvt_opt.mp4,Importado do MFIT (page-1).
487,487-educativo-estabilidade-rigidez-de-tornozelo.mp4,Educativo Estabilidade ( rigidez de tornozelo ),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ibb38a2nbk_opt.mp4,Importado do MFIT (page-1).
488,488-elevacao-de-quadril-solo-unilateral.mp4,Elevação de Quadril Solo Unilateral,glúteo,Livre/Funcional,normal,https://youtu.be/X-wgs0mTJOs,
489,489-elevacao-de-quadril-unilateral-solo.mp4,Elevação de Quadril Unilateral solo,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/vr5q55vify_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
490,490-elevacao-frontal-neutra-alternada-em-pe.mp4,Elevação Frontal Neutra Alternada Em Pé,ombro,Livre/Funcional,normal,https://youtu.be/EgtUbeC0qbw,
491,491-elevacao-frontal-neutra-alternada-sentado.mp4,Elevação Frontal Neutra Alternada Sentado,ombro,Livre/Funcional,normal,https://youtu.be/Xi5voej2oa4,
492,492-elevacao-frontal-neutra-para-pronada-alternada-em-pe.mp4,Elevação Frontal Neutra para Pronada Alternada em pé,ombro,Livre/Funcional,normal,https://youtu.be/EgtUbeC0qbw,
493,493-elevacao-frontal-neutra-para-pronada-alternada-sentado.mp4,Elevação Frontal Neutra para Pronada Alternada Sentado,ombro,Livre/Funcional,normal,https://youtu.be/UWRjE0iOa70,
494,494-elevacao-frontal-neutra-para-pronada-em-pe.mp4,Elevação Frontal Neutra para pronada em pé,ombro,Livre/Funcional,normal,https://youtu.be/a3NE4z6tK1E,
495,495-elevacao-frontal-neutra-para-pronada-sentado.mp4,Elevação Frontal Neutra para pronada sentado,ombro,Livre/Funcional,normal,https://youtu.be/Xi5voej2oa4,
496,496-elevacao-frontal-neutra-sentado.mp4,Elevação Frontal Neutra Sentado,ombro,Livre/Funcional,normal,https://youtu.be/Xi5voej2oa4,
497,497-elevacao-lateral-banco-45.mp4,Elevação Lateral Banco 45,ombro,Livre/Funcional,normal,https://youtu.be/2a4yANFdNys,
498,498-elevacao-lateral-peito-no-banco.mp4,Elevação Lateral Peito no Banco,ombro,Livre/Funcional,normal,https://youtu.be/8YmfxOIs3TQ,
499,499-elevacao-lateral-unilateral-inclinada.mp4,Elevação Lateral Unilateral Inclinada,ombro,Livre/Funcional,normal,https://youtu.be/3vbYw9xklBc,
500,500-elevacao-pelvica-unil.mp4,Elevação pélvica Unil,Quadríceps,Livre/Funcional,normal,https://youtu.be/UIf0QN-tz4I,Importado do MFIT (page-1). Categoria MFIT: Musculação.
501,501-elevacao-pelvica-unilateral-landmine.mp4,Elevação Pélvica Unilateral Landmine,glúteo,Livre/Funcional,normal,https://youtu.be/YYkQasilKiU,
502,502-extensora-parcial-completa-crescente.mp4,Extensora Parcial + Completa Crescente,quadríceps,Livre/Funcional,normal,https://youtu.be/rcUvlnJsDAU,
503,503-flexora-na-bola.mp4,Flexora na Bola,posterior de coxa,Livre/Funcional,normal,https://youtu.be/Cg1azFtj50c,
504,504-flexora-unilateral-com-caneleira.mp4,Flexora Unilateral com Caneleira,posterior de coxa,Livre/Funcional,normal,https://youtu.be/sPwhh5BTTg4,
505,505-flexora-unilateral-em-pe.mp4,Flexora Unilateral em Pé,posterior de coxa,Livre/Funcional,normal,https://youtu.be/GyMoJktDh4w,
506,506-flexora-unilateral-na-bola.mp4,Flexora Unilateral na Bola,posterior de coxa,Livre/Funcional,normal,https://youtu.be/QYArrBsF394,
507,507-flexao-aberta.mp4,Flexão Aberta,peitoral,Livre/Funcional,normal,https://youtu.be/gaBnbo6O3bg,
508,508-flexao-aberta-com-apoio-do-joelho.mp4,Flexão Aberta com Apoio do Joelho,peitoral,Livre/Funcional,normal,https://youtu.be/NUMT1kjIbjI,
509,509-flexao-com-deslocamento.mp4,Flexão com deslocamento,Peitoral,Livre/Funcional,normal,https://youtu.be/DkQycVzVeKc,Importado do MFIT (page-1). Categoria MFIT: Funcional.
510,510-flexao-de-joelhos-na-bola-unilateral.mp4,Flexão de Joelhos na bola unilateral,Quadríceps,Livre/Funcional,normal,https://youtu.be/Qe-HHtXMVBs,Importado do MFIT (page-1). Categoria MFIT: Funcional.
511,511-flexoes-excentricas-apoio.mp4,Flexões excêntricas (apoio),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/vmehik73p8i_opt.mp4,Importado do MFIT (page-1).
512,512-flexoes-no-banco.mp4,Flexões no Banco,Peitoral,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/pohg5y4u5el_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
513,513-front-squat.mp4,Front Squat,Quadríceps,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/hxic7ozjm99_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
514,514-graviton-neutro.mp4,Graviton Neutro,costas,Livre/Funcional,normal,https://youtu.be/YYFHo9QwkWg,
515,515-graviton-pronado.mp4,Graviton Pronado,costas,Livre/Funcional,normal,https://youtu.be/9_ULzUWpTt8,
516,516-graviton-supinado.mp4,Graviton Supinado,costas,Livre/Funcional,normal,https://youtu.be/D-6wUhEVfbs,
517,517-hiit.mp4,HIIT,cardio,Livre/Funcional,normal,https://youtu.be/YpZk4hDroTw,
518,518-lateral-shuffle.mp4,Lateral shuffle,Funcional,Livre/Funcional,normal,https://youtu.be/O9zzo7oiyK4,Importado do MFIT (page-1).
519,519-leg-press-45.mp4,Leg Press 45°,pernas,Livre/Funcional,normal,https://youtu.be/waAxlYvtCcI,Prensa de pernas inclinada
520,520-levantamento-terra-sumo.mp4,Levantamento Terra Sumô,posterior de coxa,Livre/Funcional,normal,https://youtu.be/rEsnCJlHaN0,
521,521-levantamento-terra-sumo-belt-squat.mp4,Levantamento Terra Sumô Belt Squat,posterior de coxa,Livre/Funcional,normal,https://youtu.be/lNDaqKJ2sec,
522,522-levantamento-terra-sumo-landmine.mp4,Levantamento Terra Sumô Landmine,posterior de coxa,Livre/Funcional,normal,https://youtu.be/HhrXYtufjNQ,
523,523-liberacao-da-panturrilha-com-rolinho.mp4,Liberação da panturrilha com rolinho,Panturrilha,Livre/Funcional,normal,https://youtu.be/kFkKN8t_pWI,Importado do MFIT (page-1). Categoria MFIT: Fisio.
524,524-liberacao-miofascial-gluteo-medio.mp4,Liberação Miofascial Glúteo Médio,mobilidade,Livre/Funcional,normal,https://youtu.be/KWjKSFyURcU,
525,525-liberacao-miofascial-tensor-da-fascia-lata.mp4,Liberação Miofascial Tensor da Fascia Lata,mobilidade,Livre/Funcional,normal,https://youtu.be/Y5e6y10qq40,
526,526-liberacao-quadriceps-com-rolinho.mp4,liberação quadriceps com rolinho,Quadríceps,Livre/Funcional,normal,https://youtu.be/bmPQBwSrYTU,Importado do MFIT (page-1). Categoria MFIT: Fisio.
527,527-lift-com-anilha-em-base-afundo-isometrico.mp4,Lift com anilha em Base Afundo Isométrico,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/wwca56hljsb_opt.mp4,Importado do MFIT (page-1).
528,528-manguito-externo.mp4,Manguito Externo,ombro,Livre/Funcional,normal,https://youtu.be/goprHr4m6uk,
529,529-manguito-externo-em-diagonal.mp4,Manguito Externo em Diagonal,ombro,Livre/Funcional,normal,https://youtu.be/goprHr4m6uk,
530,530-manobra-de-bracing.mp4,Manobra de Bracing,abdômen,Livre/Funcional,normal,https://youtu.be/Rb8tMuGqB84,
531,531-mesa-flexora.mp4,Mesa Flexora,posterior de coxa,Livre/Funcional,normal,https://youtu.be/bA5gbGtltFs,
532,532-nordico.mp4,Nórdico,posterior de coxa,Livre/Funcional,normal,https://youtu.be/6tYnt8H8YwI,
533,533-nordico-reverso.mp4,Nórdico Reverso,quadríceps,Livre/Funcional,normal,https://youtu.be/ocZRAMlskbU,
534,534-pallor-press-anti-extensao-flexao.mp4,Pallor press - Anti extensão/flexão,Funcional,Livre/Funcional,normal,https://youtu.be/Rinc4MZlczY,Importado do MFIT (page-1).
535,535-pancha-frontal-variacao-1.mp4,Pancha frontal variação 1,Abdômen,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/asv7b0bkt47_opt.mp4,Importado do MFIT (page-1). Categoria MFIT: Musculação.
536,536-panturrilha-com-controle-de-inversao.mp4,Panturrilha com controle de Inversão,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/ygzmgemuwjc_opt.mp4,Importado do MFIT (page-1).
537,537-panturrilha-leg-45.mp4,Panturrilha Leg 45,panturrilha,Livre/Funcional,normal,https://youtu.be/erUNxqpFxkc,
538,538-panturrilha-leg-horizontal.mp4,Panturrilha Leg Horizontal,panturrilha,Livre/Funcional,normal,https://youtu.be/Ua7jx6wKyMw,
539,539-panturrilha-no-smith.mp4,Panturrilha no Smith,pernas,Livre/Funcional,normal,https://youtu.be/bMyuFirH6dE,Elevação de panturrilha
540,540-panturrilha-unilateral-step-degrau.mp4,Panturrilha Unilateral Step/Degrau,panturrilha,Livre/Funcional,normal,https://youtu.be/EOYf2Vau9_E,
541,541-paralela-inclinada-para-peitoral.mp4,Paralela Inclinada para Peitoral,peitoral,Livre/Funcional,normal,https://youtu.be/tKvNEEELjcY,
542,542-paralela-para-triceps.mp4,Paralela para Tríceps,tríceps,Livre/Funcional,normal,https://youtu.be/x3sgFGDyTiQ,
543,543-perdigueiro-4-apoios-suspenso.mp4,Perdigueiro 4 apoios (suspenso),abdômen,Livre/Funcional,normal,https://youtu.be/blASah6IGek,
544,544-perdigueiro-alternado.mp4,Perdigueiro Alternado,abdômen,Livre/Funcional,normal,https://youtu.be/xaDoZO6NoJ0,
545,545-perdigueiro-invertido-alternado.mp4,Perdigueiro Invertido Alternado,abdômen,Livre/Funcional,normal,https://youtu.be/P5t3U4b9TvY,
546,546-plio-bound-burpee.mp4,Plio Bound Burpee,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/13843bxubyxr_opt.mp4,Importado do MFIT (page-2).
547,547-pre-plio-bilateral-posicao-atletica.mp4,Pré Plio Bilateral - Posição Atlética,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/qf8s64a62c_opt.mp4,Importado do MFIT (page-2).
548,548-pre-plio-unilateral.mp4,Pré Plio Unilateral,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/fawpjbpjht_opt.mp4,Importado do MFIT (page-2).
549,549-pull-over-unilateral-banco.mp4,Pull Over Unilateral Banco,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/pfsoboohak_opt.mp4,Importado do MFIT (page-2).
550,550-pulldown.mp4,Pulldown,Dorsal,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/zg9eex79cfa_opt.mp4,Importado do MFIT (page-2). Categoria MFIT: Musculação.
551,551-pulldown-aberto.mp4,Pulldown Aberto,costas,Livre/Funcional,normal,https://youtu.be/WesVSdTPAAU,
552,552-pulldown-unilateral.mp4,Pulldown Unilateral,costas,Livre/Funcional,normal,https://youtu.be/AJVVogDMaRw,
553,553-puxada-neutra-unilateral.mp4,Puxada Neutra Unilateral,costas,Livre/Funcional,normal,https://youtu.be/TrJKmc1SSyg,
554,554-puxada-neutra-unilateral-com-giro.mp4,Puxada Neutra Unilateral com Giro,costas,Livre/Funcional,normal,https://youtu.be/tHIwG-6IoZ8,
555,555-puxada-romana.mp4,Puxada Romana,costas,Livre/Funcional,normal,https://youtu.be/S7-LkuIPFZo,
556,556-puxada-supinada.mp4,Puxada Supinada,costas,Livre/Funcional,normal,https://youtu.be/uA3IrbUAVKA,
557,557-rack-pulls.mp4,Rack Pulls,posterior de coxa,Livre/Funcional,normal,https://youtu.be/6CJmYdgpHEg,
558,558-rdl-belt-squat.mp4,RDL Belt Squat,posterior de coxa,Livre/Funcional,normal,https://youtu.be/CT0vh2V_sjQ,
559,559-rdl-unilateral.mp4,RDL Unilateral,posterior de coxa,Livre/Funcional,normal,https://youtu.be/M59l7eFZ0S4,
560,560-remada-baixa-neutra.mp4,Remada Baixa Neutra,costas,Livre/Funcional,normal,https://youtu.be/dUy0chKG-yo,
561,561-remada-baixa-neutra-unilateral.mp4,Remada Baixa Neutra Unilateral,costas,Livre/Funcional,normal,https://youtu.be/kbDJnMRyLGQ,
562,562-remada-baixa-pronada.mp4,Remada Baixa Pronada,costas,Livre/Funcional,normal,https://youtu.be/8_aF2guvykU,
563,563-remada-baixa-romana.mp4,Remada Baixa Romana,costas,Livre/Funcional,normal,https://youtu.be/42tPjfyCHfk,
564,564-remada-baixa-supinada.mp4,Remada Baixa Supinada,costas,Livre/Funcional,normal,https://youtu.be/9JY2jPQbPmI,
565,565-remada-baixa-unilateral-com-rotacao.mp4,Remada Baixa Unilateral com Rotação,costas,Livre/Funcional,normal,https://youtu.be/PIVzsKEbdOo,
566,566-remada-cavalinho-neutra.mp4,Remada Cavalinho Neutra,costas,Livre/Funcional,normal,https://youtu.be/b-n8m51UIxc,
567,567-remada-cavalinho-pronada.mp4,Remada Cavalinho Pronada,costas,Livre/Funcional,normal,https://youtu.be/pNcsDruTiS4,
568,568-remada-com-peito-no-banco-neutra.mp4,Remada com Peito no Banco Neutra,costas,Livre/Funcional,normal,https://youtu.be/hfY9VAd6koc,
569,569-remada-suspenas.mp4,Remada Suspenas,Funcional,Livre/Funcional,normal,https://youtu.be/EFbmJgT-wuk,Importado do MFIT (page-2).
570,570-remada-t-neutra.mp4,Remada T Neutra,costas,Livre/Funcional,normal,https://youtu.be/hfhEieRoWfo,
571,571-remada-t-pronada.mp4,Remada T Pronada,costas,Livre/Funcional,normal,https://youtu.be/_1YANc2e3qw,
572,572-resposta-a-carga-com-controle-de-eversao.mp4,Resposta a carga com controle de eversão,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/um1rge3ut5_opt.mp4,Importado do MFIT (page-2).
573,573-resposta-a-carga-iso-molinete.mp4,Resposta a carga ISO molinete,Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/uo1bkbdsgu_opt.mp4,Importado do MFIT (page-2).
574,574-rigidez-de-tornozelo-elevacao-estabilidade.mp4,Rigidez de Tornozelo elevação ( estabilidade),Musculação,Livre/Funcional,normal,https://d2vfutiy2j6sqj.cloudfront.net/115171/mp4/medysa5qh2h_opt.mp4,Importado do MFIT (page-2).
575,575-rosca-alternada.mp4,Rosca Alternada,bíceps,Livre/Funcional,normal,https://youtu.be/xXp3mV3OOZo,Flexão alternada com halteres
576,576-rosca-alternada-com-giro.mp4,Rosca Alternada com Giro,bíceps,Livre/Funcional,normal,https://youtu.be/7e1CoiKX0yU,
577,577-rosca-arnold.mp4,Rosca Arnold,bíceps,Livre/Funcional,normal,https://youtu.be/W54zDLDAUbQ,
578,578-rosca-banco-45.mp4,Rosca Banco 45,bíceps,Livre/Funcional,normal,https://youtu.be/F_EkPpuJV4k,
